day,locker_id,S_end,overflow,cleared_actual,clear_capacity,capacity
1,PL064,0.0,30.0,0.0,6000000.0,60000000.0
2,PL064,0.0,34.0,0.0,6000000.0,60000000.0
3,PL064,0.0,46.0,0.0,6000000.0,60000000.0
4,PL064,0.0,52.0,0.0,6000000.0,60000000.0
5,PL064,0.0,35.0,0.0,6000000.0,60000000.0
6,PL064,0.0,32.0,0.0,6000000.0,60000000.0
7,PL064,0.0,35.0,0.0,6000000.0,60000000.0
1,PL065,0.0,31.0,0.0,6000000.0,60000000.0
2,PL065,0.0,40.0,0.0,6000000.0,60000000.0
3,PL065,0.0,50.0,0.0,6000000.0,60000000.0
4,PL065,0.0,45.0,0.0,6000000.0,60000000.0
5,PL065,0.0,37.0,0.0,6000000.0,60000000.0
6,PL065,0.0,34.0,0.0,6000000.0,60000000.0
7,PL065,48.0,0.0,0.0,6000000.0,60000000.0
1,PL066,0.0,37.0,0.0,6000000.0,60000000.0
2,PL066,0.0,34.0,0.0,6000000.0,60000000.0
3,PL066,0.0,38.0,0.0,6000000.0,60000000.0
4,PL066,0.0,33.0,0.0,6000000.0,60000000.0
5,PL066,0.0,42.0,0.0,6000000.0,60000000.0
